Company,IsUS,Location HQ,Industry,Number Laid Off,Date of Layoff,Source,Dollars Raised (mil),Stage,Country,Percentage,Job Positions Laid Off Desc,Job Positions Laid Off Specific,Reason Mentioned 1,Reason Mentioned 2,Reason Mentioned 3,Unprofitable,AI Mentioned,AI Relation,Expansion Mentioned,cik,Ticker,Exchange,Stock Delisted,Announced Post-Trading Hours,Stock Return On Closest Trading Date Post-Announcement (t),Stock Return 3 Days Before t,Stock Return 2 Days Before t,Stock Return 1 Day Before t,Stock Return 1 Day After t,Stock Return 2 Days After t,Stock Return 3 Days After t,List of Employees Laid Off
Divvy Homes,TRUE,SF Bay Area,Real Estate,,2/15/2023,https://www.inman.com/2023/02/15/divvy-homes-employees-say-there-has-been-another-round-of-layoffs/,180,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Milkrun,FALSE,Sydney,Food,,2/15/2023,https://www.smh.com.au/technology/milkrun-slashes-workforce-closes-delivery-hubs-in-cash-crunch-20230215-p5ckny.html,86,Series A,Australia,0.2,,,,,,,,,,,,,,,,,,,,,,
Observe.AI,TRUE,SF Bay Area,Support,,2/15/2023,https://www.channelfutures.com/business-models/observe-ai-layoffs-could-impact-partners-ability-to-sell,214,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Religion of Sports,TRUE,Los Angeles,Media,,2/15/2023,https://www.nytimes.com/2023/02/15/arts/podcast-industry-spotify.html,63,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Tackle,TRUE,Boise,Other,,2/15/2023,https://tackle.io/resources/company-news/tackle-update-from-ceo-john-jahnke/,148,Series C,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
Udemy,TRUE,SF Bay Area,Education,200,2/14/2023,https://about.udemy.com/udemy-news/a-message-from-gregg-coccari-ceo-of-udemy/,311,Post-IPO,United States,0.1,Across the board,,Macroeconomic conditions,,,,FALSE,,FALSE,1607939,UDMY,NASDAQ,FALSE,,0.043046396,-0.020154983,-0.076740525,0.035132806,-0.048412745,-0.109257672,-0.002809053,
Vicarious Surgical,TRUE,Boston,Healthcare,,2/14/2023,https://www.medtechdive.com/news/RBOT-Vicarious-Baxter-BAX-layoffs/642848/,185,Post-IPO,United States,0.14,,"Sales, marketing, administrative",Preserve cash,Focus on R&D,Market conditions,TRUE,FALSE,,FALSE,1812173,RBOT,NYSE,FALSE,FALSE,-0.074285712,0.083333251,-0.012820501,0.136363665,-0.024691334,-0.02848106,-0.104234508,
Blackbaud,TRUE,Charleston,Other,500,2/14/2023,https://www.postandcourier.com/business/sc-tech-employer-blackbaud-has-cut-about-500-jobs-since-last-year/article_ef9dd60a-ac9b-11ed-8c4a-bbbeb9f0cda5.html,,Post-IPO,United States,0.14,,,Optimization,,,FALSE,FALSE,,FALSE,1280058,BLKB,NASDAQ,FALSE,FALSE,-0.053618007,0.001624935,-0.008436088,0.003926729,0.032546916,-0.033855884,0.01173831,
CommerceHub,TRUE,Albany,Retail,371,2/14/2023,https://www.bizjournals.com/albany/news/2023/02/14/commercehub-channeladvisor-tech-layoffs.html,,Acquired,United States,0.31,,,,,,,,,,,,,,,,,,,,,,
Dropp,FALSE,Berlin,Retail,60,2/14/2023,https://www.businessinsider.de/gruenderszene/business/dropp-insolvenz-betrieb-eingestellt-arive/,2,Unknown,Germany,1,,,,,,,,,,,,,,,,,,,,,,
HackerEarth,TRUE,SF Bay Area,HR,,2/14/2023,https://inc42.com/buzz/prime-venture-backed-hackerearth-trims-workforce-introduces-pay-cut-globally/,11,Series B,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
PhableCare,FALSE,Bengaluru,Healthcare,,2/14/2023,https://inc42.com/buzz/exclusive-hundreds-of-layoffs-delayed-salaries-is-kalaari-backed-phablecare-the-latest-startup-to-bite-the-dust/,40,Series B,India,0.7,,,,,,,,,,,,,,,,,,,,,,
Twilio,TRUE,SF Bay Area,Other,1500,2/13/2023,https://www.cnbc.com/2023/02/13/twilio-layoffs-1500-employees-17percent-of-workforce.html,614,Post-IPO,United States,0.17,,Communications,Business realignment,,,,FALSE,,FALSE,1447669,TWLO,NYSE,FALSE,FALSE,0.020809056,-0.01715455,-0.018254594,-0.020225113,0.012720137,0.063607161,0.142316328,
Electric,TRUE,New York City,Other,141,2/13/2023,https://www.electric.ai/blog/open-letter-feb-2023,212,Series D,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
EMX Digital,TRUE,New York City,Marketing,100,2/13/2023,https://www.businessinsider.com/big-village-bankruptcy-emx-digital-employees-furious-about-layoffs-severance-2023-2,,Unknown,United States,1,,,,,,,,,,,,,,,,,,,,,,
PetLove,FALSE,Sao Paulo,Retail,94,2/13/2023,https://oglobo.globo.com/blogs/capital/post/2023/02/petlove-demite-quase-cem-funcionarios.ghtml,225,Series C,Brazil,,,,,,,,,,,,,,,,,,,,,,,
iRobot,TRUE,Boston,Consumer,85,2/13/2023,https://www.cnbc.com/2023/02/13/irobot-layoffs-7percent-of-workforce-at-roomba-maker-let-go.html,30,Acquired,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Collective Health,TRUE,SF Bay Area,Healthcare,54,2/13/2023,https://www.linkedin.com/feed/update/urn:li:activity:7031422708764581888/,719,Series F,United States,,,,,,,,,,,,,,,,,,,,,,,
Magic Eden,TRUE,SF Bay Area,Crypto,22,2/13/2023,https://decrypt.co/121253/layoffs-hit-solana-nft-marketplace-magic-eden-sheds-22-employees,170,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Casavo,FALSE,Milan,Real Estate,,2/13/2023,https://casavo.com/blog/a-difficult-decision-to-strengthen-casavos-foundations-for-the-future/,708,Unknown,Italy,0.3,,,,,,,,,,,,,,,,,,,,,,
Foodpanda,FALSE,Singapore,Food,,2/13/2023,https://www.techinasia.com/foodpanda-layoff-feb23,749,Acquired,Singapore,,,,,,,,,,,,,,,,,,,,,,,
Getir,FALSE,London,Food,,2/13/2023,https://sifted.eu/articles/getir-layoff-uk-staff-gorillas-merger-news/,1800,Series E,United Kingdom,,,,,,,,,,,,,,,,,,,,,,,
LinkedIn,TRUE,SF Bay Area,Recruiting,,2/13/2023,https://www.theinformation.com/articles/microsofts-linkedin-lays-off-staff-amid-hiring-slowdown,154,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
Moladin,FALSE,Jakarta,Transportation,360,2/12/2023,https://aimgroup.com/2023/02/12/used-car-marketplace-moladin-lays-off-360/,138,Series B,Indonesia,0.11,,,,,,,,,,,,,,,,,,,,,,
Rigetti Computing,TRUE,SF Bay Area,Hardware,,2/10/2023,https://www.marketwatch.com/story/rigetti-computing-to-slash-28-of-jobs-59be433b,298,Post-IPO,United States,0.28,,,Definite business realignment,Preserve cash,,,FALSE,,FALSE,1838359,RGTI,NASDAQ,FALSE,FALSE,0.122641624,-0.034482727,0.241071411,-0.237410105,-0.134453847,-0.051456286,0.146366435,
TripleLift,TRUE,New York City,Marketing,100,2/10/2023,https://www.adexchanger.com/online-advertising/triplelift-announces-layoffs-the-latest-in-a-miserable-trend/,16,Acquired,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
TikTok India,FALSE,Mumbai,Consumer,40,2/10/2023,https://www.livemint.com/technology/tech-news/tiktok-sacks-entire-india-staff-report-11676001745604.html,9400,Acquired,India,,,,,,,,,,,,,,,,,,,,,,,
Syft Technologies,FALSE,Auckland,Manufacturing,30,2/10/2023,https://www.stuff.co.nz/business/better-business/131199817/christchurch-tech-company-syft-to-shed-20-of-its-workforce,,Private Equity,New Zealand,0.2,,,,,,,,,,,,,,,,,,,,,,
Open Co,FALSE,Sao Paulo,Finance,,2/10/2023,https://docs.google.com/spreadsheets/d/1DBlNWL0LlbZf7vDoxy-c1IpBfK9-poS25x3JB7c8ip0/edit#gid=0,140,Series D,Brazil,,,,,,,,,,,,,,,,,,,,,,,
Wonderschool,TRUE,SF Bay Area,Education,,2/10/2023,https://docs.google.com/spreadsheets/d/1mbU0_yDWVexaz-zjeE5i6sDwx8NqWZd2Ru4ZdQxxYxQ/edit#gid=0,24,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Oportun,TRUE,SF Bay Area,Finance,155,2/9/2023,https://seekingalpha.com/news/3934558-oportun-financial-to-lay-off-10-of-headcount-reports-q4-prelim-results,566,Post-IPO,United States,0.1,,,Macroeconomic conditions,Cut costs,,,TRUE,Part of company product,FALSE,1538716,OPRT,NASDAQ,FALSE,TRUE,-0.085714302,0.062415203,-0.021711376,-0.040469967,0,0.026785761,0.026086931,
Bark,TRUE,New York City,Retail,126,2/9/2023,https://investors.bark.co/news/news-details/2023/BARK-Reports-Third-Quarter-Fiscal-Year-2023-Results/default.aspx,,Post-IPO,United States,0.12,,,Cut costs,Macroeconomic conditions,Chase profitability,TRUE,FALSE,,FALSE,1819574,BARK,NYSE,FALSE,TRUE,-0.219387785,-0.019417458,0.00495049,-0.034482726,-0.078431377,-0.014184384,0.043165513,
Deliveroo,FALSE,London,Food,350,2/9/2023,https://news.sky.com/story/deliveroo-to-cut-hundreds-of-jobs-globally-and-uk-to-be-worst-hit-12806890,1700,Post-IPO,United Kingdom,0.09,,,Lower demand,Macroeconomic conditions,Overhiring,,FALSE,,FALSE,,ROO.L,LSE,FALSE,FALSE,0.000899706,-0.047367343,-0.028856809,0.016228551,-0.013483112,0.013667391,0,
REE Automotive,FALSE,Tel Aviv,Transportation,31,2/9/2023,https://www.calcalistech.com/ctechnews/article/s16tkompi,317,Post-IPO,Israel,0.11,,,Market conditions,,,TRUE,FALSE,,FALSE,1843588,REE,NASDAQ,FALSE,FALSE,0.043841344,-0.011718708,-0.019762858,-0.034274209,0.009999975,0,-0.029702958,
GitLab,TRUE,SF Bay Area,Product,130,2/9/2023,https://www.cnbc.com/2023/02/09/gitlab-layoffs-company-to-cut-7percent-of-staff-or-about-130-employees.html,413,Post-IPO,United States,0.07,,,Macroeconomic conditions,Lower demand,Cut costs,,FALSE,,FALSE,1653482,GTLB,NASDAQ,FALSE,FALSE,-0.140666246,-0.037739486,0.038423259,-0.056173319,-0.017373847,0.04017325,0.092969391,
Yahoo,TRUE,SF Bay Area,Consumer,1600,2/9/2023,https://www.axios.com/2023/02/09/yahoo-layoffs-2023-tech-media-companies,6,Acquired,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Misfits Market,TRUE,Philadelphia,Food,649,2/9/2023,https://www.bizjournals.com/philadelphia/inno/stories/news/2023/02/09/misfits-market-layoffs-delanco-philadelphia.html,526,Series C,United States,0.33,,,,,,,,,,,,,,,,,,,,,,
Olive AI,TRUE,Columbus,Healthcare,215,2/9/2023,https://www.axios.com/pro/health-tech-deals/2023/02/09/olive-ai-lays-off-third-company,856,Series H,United States,0.35,,,,,,,,,,,,,,,,,,,,,,
Veriff,FALSE,Tallinn,Security,66,2/9/2023,https://digipro.geenius.ee/rubriik/uudis/veriff-koondab-66-tootajat-kotkas-meie-kasvuplaan-oli-oluliselt-ambitsioonikam/,192,Series C,Estonia,0.12,,,,,,,,,,,,,,,,,,,,,,
GitHub,TRUE,SF Bay Area,Product,,2/9/2023,https://fortune.com/2023/02/09/github-is-laying-off-10-of-staff-and-cutting-down-office-space/,350,Acquired,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Quillt,TRUE,St. Louis,Media,,2/9/2023,https://www.bizjournals.com/stlouis/inno/stories/news/2023/02/09/quillt-layoffs-digital-publishing.html,,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
WeTrade,FALSE,Bengaluru,Crypto,,2/9/2023,https://inc42.com/buzz/bengaluru-based-crypto-startup-wetrade-shuts-operations-amidst-hostile-ambience/,,Unknown,India,1,,,,,,,,,,,,,,,,,,,,,,
Affirm,TRUE,SF Bay Area,Finance,500,2/8/2023,https://www.wsj.com/articles/affirm-cuts-500-employees-19-of-its-workforce-11675897002,1500,Post-IPO,United States,0.19,,,Cut costs,Lower demand,Macroeconomic conditions,TRUE,FALSE,,FALSE,1820953,AFRM,NASDAQ,FALSE,TRUE,-0.170412011,-0.062809885,0.011757722,-0.069145769,-0.057938262,0.014376944,0.031496109,
GoDaddy,TRUE,Phoenix,Marketing,530,2/8/2023,https://techstartups.com/2023/02/08/godaddy-to-lay-off-8-of-its-workforce-or-about-530-employees-amid-global-economic-slowdown/,800,Post-IPO,United States,0.08,Across the board,,Macroeconomic conditions,Slower growth,,FALSE,FALSE,,TRUE,1609711,GDDY,NYSE,FALSE,FALSE,-0.015578136,-0.009276864,-0.025930415,0.028469282,-0.007912374,-0.009815988,0.006443672,
Titan Medical,FALSE,Toronto,Healthcare,48,2/8/2023,https://www.fiercebiotech.com/medtech/titan-medical-lays-70-staff-search-buyer-comes-short,278,Post-IPO,Canada,0.72,,,Failure to sell company,Product needs significant investment,Product too specialized,TRUE,FALSE,,FALSE,840551,TMDIF,OTCMKTS,FALSE,FALSE,-0.040000021,-0.022471889,-0.655172402,-0.1666667,-0.208333326,-0.31578949,0.923076994,
Gusto,TRUE,SF Bay Area,HR,126,2/8/2023,https://gusto.com/company-news/josh-reeves-message-to-all-gusto,746,Series E,United States,0.05,,,,,,,,,,,,,,,,,,,,,,
Gong,TRUE,SF Bay Area,Sales,80,2/8/2023,https://www.calcalistech.com/ctechnews/article/hjyj6811as,583,Series E,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Beam Benefits,TRUE,Columbus,Healthcare,31,2/8/2023,https://www.bizjournals.com/columbus/inno/stories/news/2023/02/16/beam-benefits-job-cuts.html,168,Series E,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Equitybee,TRUE,SF Bay Area,Finance,24,2/8/2023,https://www.calcalistech.com/ctechnews/article/h1jkvzwpo,85,Series B,United States,0.25,,,,,,,,,,,,,,,,,,,,,,
Baraja,FALSE,Sydney,Transportation,,2/8/2023,https://www.news.com.au/finance/business/technology/australian-driverless-car-startup-baraja-worth-300m-sacks-75-per-cent-of-staff/news-story/c7c36ac5afded8f5171e8cc0ec5a71af,63,Unknown,Australia,0.75,,,,,,,,,,,,,,,,,,,,,,
Koho,FALSE,Toronto,Finance,,2/8/2023,https://betakit.com/koho-lays-off-14-percent-of-staff/,278,Series D,Canada,0.14,,,,,,,,,,,,,,,,,,,,,,
Medly,TRUE,New York City,Healthcare,,2/8/2023,https://www.businessinsider.com/medly-is-shutting-down-after-pharmacy-startup-declared-bankruptcy-2023-2,100,Series C,United States,1,,,,,,,,,,,,,,,,,,,,,,
Nearmap,FALSE,Sydney,Construction,,2/8/2023,https://www.afr.com/technology/c-suite-coup-mass-layoffs-at-nearmap-as-us-owner-wields-axe-20230207-p5cil4,15,Acquired,Australia,0.2,,,,,,,,,,,,,,,,,,,,,,
eBay,TRUE,SF Bay Area,Retail,500,2/7/2023,https://www.reuters.com/technology/ebay-lay-off-500-employees-2023-02-07/,1200,Post-IPO,United States,0.04,,,Business realignment,,,FALSE,FALSE,,TRUE,1065088,EBAY,NASDAQ,FALSE,TRUE,-0.020131578,-0.01935735,-0.013422922,0.00380167,-0.015663196,-0.006406177,0.017678859,
Zoom,TRUE,SF Bay Area,Other,1300,2/7/2023,https://www.cnbc.com/2023/02/07/zoom-to-lay-off-1300-employees-or-about-15percent-of-its-workforce.html,276,Post-IPO,United States,0.15,Across the board,,Macroeconomic conditions,Overhiring,,FALSE,FALSE,,TRUE,1585521,ZM,NASDAQ,FALSE,FALSE,0.098481951,0.060555572,-0.039835775,-0.031053573,-0.062721533,-0.032514201,-0.033346329,
SecureWorks,TRUE,Atlanta,Security,212,2/7/2023,https://www.marketwatch.com/story/secureworks-to-cut-9-of-its-workforce-as-layoffs-could-affect-more-than-200-employees-01675779796,83,Post-IPO,United States,0.09,,,Definite business realignment,,,,FALSE,,FALSE,1468666,SCWX,NASDAQ,FALSE,FALSE,-0.00925925,0.02533173,0.001764746,0.014679976,0.011682176,-0.001154761,0.001156096,
Openpay,FALSE,Melbourne,Finance,83,2/7/2023,https://www.9news.com.au/finance/openpay-buy-now-pay-later-collapses-asx-listed-company/1fd1c0d8-4215-4e64-a9ed-9381e0d3f1a5,299,Post-IPO,Australia,1,,,Insolvency,Macroeconomic conditions,Failed to restructure debt/secure financing,,FALSE,,FALSE,791963,OPY.AX,ASX,TRUE,FALSE,,,,,,,,
Salesloft,TRUE,Atlanta,Sales,100,2/7/2023,https://www.bizjournals.com/atlanta/news/2023/02/07/salesloft-lays-off-workers.amp.html,245,Acquired,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
LearnUpon,FALSE,Dublin,Education,27,2/7/2023,https://www.independent.ie/business/technology/learnupon-to-let-27-go-as-tech-layoffs-continue-42331418.html,56,Private Equity,Ireland,0.09,,,,,,,,,,,,,,,,,,,,,,
Sana Benefits,TRUE,Austin,HR,,2/7/2023,https://www.sanabenefits.com/blog/a-letter-from-ceo-and-co-founder-will-young-to-sana-employees/,106,Series B,United States,0.19,,,,,,,,,,,,,,,,,,,,,,
Dell,TRUE,Austin,Hardware,6650,2/6/2023,https://www.bloomberg.com/news/articles/2023-02-06/dell-dell-lays-off-about-6-650-employees-in-latest-tech-cuts#xj4y7vzkg,,Post-IPO,United States,0.05,,Sales,Cut costs,Lower demand,Macroeconomic conditions,FALSE,FALSE,,FALSE,1571996,DELL,NYSE,FALSE,FALSE,-0.030303091,0.015017248,0.028862446,-0.004243199,0.025146548,-0.003572315,0.004780133,
Loggi,FALSE,Sao Paulo,Logistics,300,2/6/2023,https://www.infomoney.com.br/negocios/pela-segunda-vez-loggi-reduz-equipe-com-demissoes-em-massa/,507,Series F,Brazil,0.07,,,,,,,,,,,,,,,,,,,,,,
Catch.com.au,FALSE,Melbourne,Retail,100,2/6/2023,https://www.channelnews.com.au/wesfarmers-axes-100-catch-employees/,80,Acquired,Australia,,,,,,,,,,,,,,,,,,,,,,,
VinFast US,TRUE,Los Angeles,Transportation,80,2/6/2023,https://www.bloomberg.com/news/articles/2023-02-07/vinfast-cuts-about-80-jobs-in-north-america-including-us-cfo#xj4y7vzkg,,Subsidiary,United States,,,,,,,,,,,,,,,,,,,,,,,
Drift,TRUE,Boston,Marketing,59,2/6/2023,https://www.bizjournals.com/boston/news/2023/02/06/drift-layoffs-2023-economic-conditions.html,107,Acquired,United States,,,,,,,,,,,,,,,,,,,,,,,
Pocket Aces,FALSE,Mumbai,Media,50,2/6/2023,https://economictimes.indiatimes.com/tech/startups/pocket-aces-lays-off-over-20-of-its-workforce/articleshow/97626118.cms,19,Unknown,India,0.25,,,,,,,,,,,,,,,,,,,,,,
Clari,TRUE,SF Bay Area,Sales,20,2/6/2023,https://www.businessinsider.com/tech-layoffs-workato-clari-unicorn-startups-headcount-reduction-job-cuts-2023-2,496,Series F,United States,,,,,,,,,,,,,,,,,,,,,,,
C6 Bank,FALSE,Sao Paulo,Finance,,2/6/2023,https://www1.folha.uol.com.br/mercado/2023/02/c6-bank-demite-funcionarios-e-prepara-reestruturacao.shtml,2300,Unknown,Brazil,,,,,,,,,,,,,,,,,,,,,,,
Daraz,FALSE,Singapore,Retail,,2/6/2023,https://propakistani.pk/2023/02/06/daraz-to-layoff-11-workforce-due-to-extremely-difficult-market-conditions/,,Unknown,Singapore,0.11,,,,,,,,,,,,,,,,,,,,,,
TenureX,FALSE,Tel Aviv,Finance,,2/6/2023,https://www.calcalistech.com/ctechnews/article/b1bsh963o,6,Seed,Israel,,,,,,,,,,,,,,,,,,,,,,,
Kyruus,TRUE,Boston,Healthcare,70,2/5/2023,https://www.fiercehealthcare.com/health-tech/workforce-tracker-thirty-madison-latest-digital-health-startup-cut-staff,183,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Lightico,FALSE,Tel Aviv,Finance,20,2/5/2023,https://www.calcalistech.com/ctechnews/article/bydwq4phj,42,Series B,Israel,0.25,,,,,,,,,,,,,,,,,,,,,,
Eightfold AI,TRUE,SF Bay Area,HR,90,2/3/2023,https://www.nytimes.com/2023/03/13/business/ai-hiring-jobs.html,396,Series E,United States,0.15,,,,,,,,,,,,,,,,,,,,,,
FarEye,FALSE,New Delhi,Logistics,90,2/3/2023,https://inc42.com/buzz/exclusive-microsoft-backed-fareye-fires-90-employees-in-second-round-of-layoffs-within-8-months/,150,Series E,India,,,,,,,,,,,,,,,,,,,,,,,
Protocol Labs,TRUE,SF Bay Area,Crypto,89,2/3/2023,https://www.forbes.com/sites/michaeldelcastillo/2023/02/03/andreessen-horowitz-backed-protocol-labs-fires-21-of-staff-after-raising-record-257-million/?sh=24ba1897b400&utm_campaign=socialflowForbesMainLI&utm_source=ForbesMainLinkedIn&utm_medium=social,10,Unknown,United States,0.2,,,,,,,,,,,,,,,,,,,,,,
Built Technologies copy,TRUE,Nashville,Construction,,2/3/2023,https://www.nashvillepost.com/business/people/built-lays-off-8-percent-of-workforce/article_55b98a54-a401-11ed-b6b2-532a991e1821.html,313,Unknown,United States,0.08,,,,,,,,,,,,,,,,,,,,,,
Finder,FALSE,Sydney,Retail,,2/3/2023,https://www.news.com.au/finance/work/at-work/finder-staff-shocked-by-abrupt-job-cuts-as-15-of-the-business-is-restructured/news-story/6907cf73ddddceb30018521871c89d3c,30,Unknown,Australia,0.15,,,,,,,,,,,,,,,,,,,,,,
Getaround,TRUE,SF Bay Area,Transportation,,2/2/2023,https://techcrunch.com/2023/02/02/car-sharing-spac-getaround-lays-off-10-of-staff/,948,Post-IPO,United States,0.1,Across the board,,Cut costs,Macroeconomic conditions,,TRUE,FALSE,,FALSE,1839608,GETR,NYSE,FALSE,TRUE,0.009174376,0.01748804,0,0.021874998,0.0454545,0.033333336,-0.057503518,
Autodesk,TRUE,SF Bay Area,Other,250,2/2/2023,https://www.bloomberg.com/news/articles/2023-02-03/autodesk-layoffs-hit-250-jobs-joining-tech-industry-peers,,Post-IPO,United States,0.02,,,Business realignment,,,FALSE,FALSE,,TRUE,769397,ADSK,NASDAQ,FALSE,TRUE,-0.01998071,0.02888298,0.032673353,0.027138929,-0.023786136,0.024319857,-0.010418004,
NCSoft,FALSE,Seoul,Consumer,,2/2/2023,https://venturebeat.com/games/ncsoft-west-lays-off-20-of-its-staff-and-ceo-departs/,240,Post-IPO,South Korea,0.2,Non-game development,,Business realignment,,,FALSE,FALSE,,FALSE,,036570.KS,SEO,FALSE,FALSE,0.018558952,0,-0.045215563,0.008810573,0.006430868,-0.017039404,-0.001083424,
Okta,TRUE,SF Bay Area,Security,300,2/2/2023,https://www.bloomberg.com/news/articles/2023-02-02/okta-to-lay-off-300-employees-citing-overhiring-execution-challenges,1200,Post-IPO,United States,0.05,,,Overhiring,Macroeconomic conditions,Chase profitability,,FALSE,,FALSE,1660134,OKTA,NASDAQ,FALSE,FALSE,0.067235654,-0.030400648,0.063574651,0.034506193,-0.046757667,-0.014586354,0.011527442,
NCC Group,FALSE,Manchester,Security,125,2/2/2023,https://www.businesstimes.com.sg/companies-markets/british-cybersecurity-firm-ncc-group-cut-workforce-7,,Post-IPO,United Kingdom,0.07,,,Market conditions,,,,FALSE,,FALSE,,NCC.L,LSE,FALSE,FALSE,-0.044468532,0.00754307,0.004278091,-0.018104415,0.041997783,0.002178616,-0.00217388,
Desktop Metal,TRUE,Boston,Other,180,2/2/2023,https://www.bizjournals.com/boston/news/2023/02/02/desktop-metal-to-cut-workers-again.html,811,Post-IPO,United States,0.15,,,Chase profitability,Cut costs,,TRUE,FALSE,,TRUE,1754820,DM,NYSE,FALSE,FALSE,0.193548393,-0.054054066,-0.04000003,0.1071429,-0.040540501,-0.032863929,-0.024271822,
Byju's,FALSE,Bengaluru,Education,1500,2/2/2023,https://www.livemint.com/companies/start-ups/edtech-firm-byju-s-lays-off-nearly-1-500-employees-11675343777644.html,5500,Private Equity,India,,,,,,,,,,,,,,,,,,,,,,,
Mindstrong,TRUE,SF Bay Area,Healthcare,127,2/2/2023,https://www.bizjournals.com/sanjose/news/2023/02/02/mental-health-startup-closing-menlo-park-hq.html,160,Series C,United States,,,,,,,,,,,,,,,,,,,,,,,
Miro,TRUE,SF Bay Area,Other,119,2/2/2023,https://miro.com/blog/a-message-from-our-ceo/,476,Series C,United States,0.07,,,,,,,,,,,,,,,,,,,,,,
Getir,TRUE,New York City,Food,100,2/2/2023,https://www.businessinsider.com/getir-layoffs-100-us-gorillas-deal-store-closures-possible-2023-2,1800,Series E,United States,,,,,,,,,,,,,,,,,,,,,,,
Highspot,TRUE,Seattle,Sales,100,2/2/2023,https://www.geekwire.com/2023/sales-software-company-highspot-lays-off-100-employees/,644,Series F,United States,0.1,,,,,,,,,,,,,,,,,,,,,,
Bittrex,TRUE,Seattle,Crypto,80,2/2/2023,https://www.coindesk.com/business/2023/02/02/crypto-exchange-bittrex-laying-off-83-people/,,Unknown,United States,,,,,,,,,,,,,,,,,,,,,,,
Snowplow,FALSE,London,Data,40,2/2/2023,https://www.linkedin.com/posts/alexdean_today-we-announced-that-we-will-be-saying-activity-7027029986091900928-YHHh/,55,Series B,United States,,,,,,,,,,,,,,,,,,,,,,,
Articulate,TRUE,New York City,Education,38,2/2/2023,https://www.linkedin.com/posts/lucysuros_today-im-imploring-my-network-to-be-on-activity-7026985200467263489-X0T8/,1500,Series A,United States,,,,,,,,,,,,,,,,,,,,,,,
Sharesies,FALSE,Wellington,Finance,,2/2/2023,https://www.stuff.co.nz/business/131135624/sharesies-plans-to-cut-jobs-as-recession-looms,60,Series C,New Zealand,,,,,,,,,,,,,,,,,,,,,,,
Talkdesk,TRUE,SF Bay Area,Support,,2/2/2023,https://www.uctoday.com/unified-communications/tech-redundancies-hit-talkdesk/,497,Series D,United States,,,,,,,,,,,,,,,,,,,,,,,
Pinterest,TRUE,SF Bay Area,Consumer,150,2/1/2023,https://www.bloomberg.com/news/articles/2023-02-02/pinterest-cuts-about-150-jobs-joining-flurry-of-tech-layoffs,1500,Post-IPO,United States,,,,Business realignment,Slow advertising market,Lower demand,,FALSE,,FALSE,1506293,PINS,NYSE,FALSE,TRUE,0.089887624,-0.030665658,0.014274724,0.015595277,-0.055670131,0.014919936,-0.051631361,
VerticalScope,FALSE,Toronto,Media,60,2/1/2023,https://www.theglobeandmail.com/business/article-verticalscope-cuts-22-per-cent-of-staff-in-latest-canadian-tech/,,Post-IPO,Canada,0.22,,,Overhiring,Macroeconomic conditions,Cut costs,FALSE,FALSE,,FALSE,,7E9.F,FRA,FALSE,TRUE,0.010771982,-0.012173943,-0.05809858,0.041121546,0.008880944,0.029929592,-0.041025603,
Cyren,TRUE,Washington D.C.,Security,121,2/1/2023,https://ir.cyren.com/websites/cyren/English/5015/press-release.html?airportNewsID=631c3a77-555f-4a78-be5b-ec30c5cdaaac,161,Post-IPO,United States,1,Across the board,,Acute liquidity issues,Reduced capital availability,Failed to restructure debt/secure financing,TRUE,FALSE,,FALSE,,CYRNQ,OTCMKTS,FALSE,FALSE,-0.378378375,0.016794908,-0.115370047,0.054732032,0.21630428,-0.043610361,-0.037563069,
Splunk,TRUE,SF Bay Area,Data,325,2/1/2023,https://www.marketwatch.com/story/splunk-to-lay-off-4-of-its-staff-in-latest-sign-of-software-cutbacks-11675260328,2400,Post-IPO,United States,0.04,,,Business realignment,,,TRUE,FALSE,,FALSE,1353283,SPLK,NASDAQ,TRUE,FALSE,,,,,,,,
Rivian,TRUE,Detroit,Transportation,,2/1/2023,https://www.reuters.com/business/autos-transportation/ev-maker-rivian-cut-6-jobs-amid-price-war-internal-memo-2023-02-01/,10700,Post-IPO,United States,0.06,,,Price war,Focus on production,High unit costs,TRUE,FALSE,,FALSE,1874178,RIVN,NASDAQ,FALSE,FALSE,0.015979354,0.083014773,-0.090267222,0.075387951,0.059360737,-0.046934846,0.016080387,
